sequence,variable,value
459,param_278,0.001
460,param_278,0.0009
461,param_278,0.0011
462,param_278,0.0013
463,param_278,0.0011
464,param_278,0.0013
465,param_278,0.0011
466,param_278,0.0013
467,param_278,0.0011
468,param_278,0.0012
469,param_278,0.001
470,param_278,0.0009
471,param_278,0.0011
472,param_278,0.0013
473,param_278,0.0012
474,param_278,0.001
475,param_278,0.0009
476,param_278,0.0012
477,param_278,0.0011
478,param_278,0.001
479,param_278,0.0007
480,param_278,0.001
481,param_278,0.0011
482,param_278,0.0015
483,param_278,0.0009
484,param_278,0.001
485,param_278,0.0015
486,param_278,0.0011
487,param_278,0.0009
488,param_278,0.0012
489,param_278,0.0011
490,param_278,0.0007
491,param_278,0.0012
492,param_278,0.0009
493,param_278,0.001
494,param_278,0.001
495,param_278,0.001
496,param_278,0.0011
497,param_278,0.0015
498,param_278,0.001
499,param_278,0.0009
500,param_278,0.0009
501,param_278,0.0015
502,param_278,0.0009
503,param_278,0.0016
504,param_278,0.0013
505,param_278,0.001
506,param_278,0.0012
507,param_278,0.001
508,param_278,0.0011
509,param_278,0.0011
510,param_278,0.0012
511,param_278,0.0012
512,param_278,0.0009
513,param_278,0.001
514,param_278,0.0009
1409,param_262,0.0
1410,param_262,0.0
197,param_297,43.1625
198,param_297,387.5693
199,param_297,11309.2612
200,param_297,435.4806
201,param_297,909.3508
202,param_297,34.8186
203,param_297,4207.2081
204,param_297,47.1478
205,param_297,8622.3993
206,param_297,46.8357
207,param_297,1091.6963
208,param_297,320.589
209,param_297,302.9085
210,param_297,1149.2161
211,param_297,1260.7152
212,param_297,982.2177
213,param_297,3982.9351
214,param_297,1398.2294
215,param_297,170.3122
216,param_297,43.9469
217,param_297,38.2481
218,param_297,25.6515
219,param_297,81.7246
220,param_297,961.3381
221,param_297,6095.3069
222,param_297,3267.0697
223,param_297,27.16
224,param_297,57.6194
225,param_297,6351.9402
226,param_297,58.094
227,param_297,8820.758
228,param_297,393.7574
229,param_297,12.2882
230,param_297,6162.4356
231,param_297,336.6307
232,param_297,91.5296
233,param_297,142.4462
234,param_297,19.6702
235,param_297,997.2142
236,param_297,420.6903
237,param_297,153.5933
238,param_297,64.3195
239,param_297,3190.6164
240,param_297,4949.9322
241,param_297,211.7961
242,param_297,34.913
243,param_297,1016.2219
244,param_297,16.8721
245,param_297,778.5358
246,param_297,42.547
247,param_297,1936.8558
248,param_297,3088.5914
249,param_297,54.5428
250,param_297,68.2862
251,param_297,50.915
252,param_297,80.8636
253,param_297,472.8319
254,param_297,275.1259
255,param_297,54.7814
256,param_297,1685.3148
257,param_297,22.2261
258,param_297,164.4169
259,param_297,4338.6178
260,param_297,67.6431
261,param_297,41.6573
262,param_297,35.1236
263,param_297,1478.2288
264,param_297,42.6028
265,param_297,33.9841
266,param_297,1288.3594
267,param_297,37.674
268,param_297,8899.192
269,param_297,32.3561
270,param_297,60.972
271,param_297,33.4166
272,param_297,38.7341
273,param_297,144.7374
274,param_297,1301.2741
275,param_297,795.7308
276,param_297,3667.6536
277,param_297,86.8293
278,param_297,63.2324
279,param_297,78.5637
280,param_297,176.6435
281,param_297,2978.1763
282,param_297,336.4584
283,param_297,615.7859
284,param_297,8.4212
285,param_297,290.1448
286,param_297,43.9801
287,param_297,279.6271
288,param_297,564.7946
289,param_297,820.8209
290,param_297,24.0624
291,param_297,48.8876
292,param_297,487.8793
293,param_297,445.7962
294,param_297,651.4667
295,param_297,173.7642
296,param_297,41.8927
297,param_297,20.4206
298,param_297,443.3539
299,param_297,36.0139
300,param_297,412.9216
301,param_297,48.5798
302,param_297,18.4842
303,param_297,104.3915
304,param_297,348.9951
305,param_297,15.7771
306,param_297,2199.4789
307,param_297,1714.5593
308,param_297,491.5075
309,param_297,13.4907
310,param_297,58.2237
311,param_297,7155.6285
312,param_297,30.2366
313,param_297,408.8784
314,param_297,35.7071
315,param_297,27.0555
316,param_297,383.9014
317,param_297,3323.1786
318,param_297,630.3269
319,param_297,419.8471
320,param_297,53.556
321,param_297,204.1917
322,param_297,378.8931
323,param_297,172.6673
324,param_297,62.5373
325,param_297,692.425
326,param_297,35.9479
327,param_297,50.8003
328,param_297,48.4974
329,param_297,6656.2877
330,param_297,45.0287
331,param_297,757.6179
332,param_297,39.0075
333,param_297,33.546
334,param_297,24.0416
335,param_297,81.3321
336,param_297,2342.82697827476
337,param_297,34.3256
338,param_297,26.0944
339,param_297,58.4608
340,param_297,33.3317
341,param_297,8328.7444
342,param_297,33.6786
343,param_297,1918.1417
344,param_297,695.5312
345,param_297,469.2395
346,param_297,203.1838
347,param_297,6405.4848
348,param_297,45.8039
349,param_297,906.6857
350,param_297,355.4884
351,param_297,796.1082
352,param_297,64.1301
353,param_297,36.396
354,param_297,50.7371
355,param_297,430.6301
356,param_297,520.9577
357,param_297,580.195
358,param_297,38.187
359,param_297,63.9863
360,param_297,1096.4874
361,param_297,35.2373
362,param_297,4048.8934
363,param_297,34.6218
364,param_297,769.3322
365,param_297,6009.8577
366,param_297,1110.5393
367,param_297,59.3429
368,param_297,17.2699
369,param_297,3323.4252
370,param_297,68.3472
371,param_297,22.3812
372,param_297,268.2317
373,param_297,1878.9198
374,param_297,139.4023
375,param_297,33.5559
376,param_297,83.6381
377,param_297,486.0432
378,param_297,79.95
379,param_297,661.9894
380,param_297,877.0751
381,param_297,74.8109
382,param_297,559.5322
383,param_297,129.5232
384,param_297,4452.6514
385,param_297,835.3444
386,param_297,7870.3698
387,param_297,1306.6375
388,param_297,33.9067
389,param_297,403.289
390,param_297,139.7602
391,param_297,2416.0177
392,param_297,6041.8568
393,param_297,19.8725
394,param_297,71.0417
395,param_297,400.2386
396,param_297,66.458
397,param_297,705.8831
398,param_297,28.8834
399,param_297,312.5896
400,param_297,345.0623
401,param_297,61.9408
402,param_297,1236.8526
403,param_297,6915.8206
404,param_297,74.6749
405,param_297,682.5576
406,param_297,122.2903
407,param_297,81.6757
408,param_297,77.7282
409,param_297,45.3615
410,param_297,88.1188
411,param_297,640.8063
412,param_297,78.8966
413,param_297,1766.1081
414,param_297,5422.7062
415,param_297,1727.2871
416,param_297,27.1416
417,param_297,7863.8731
418,param_297,5559.1434
419,param_297,37.036
420,param_297,66.4699
421,param_297,682.8965
422,param_297,31.9061
423,param_297,394.3712
424,param_297,9243.8117
425,param_297,9336.8408
426,param_297,50.9992
427,param_297,4945.7912
428,param_297,8140.6454
429,param_297,81.3772
430,param_297,53.1499
431,param_297,2026.4489
432,param_297,1527.6325
433,param_297,48.6552
434,param_297,39.0085
435,param_297,353.1411
436,param_297,342.4369
437,param_297,8150.986
438,param_297,6442.5384
439,param_297,20.4022
440,param_297,66.3444
441,param_297,786.9707
442,param_297,52.0449
443,param_297,291.8097
444,param_297,6591.6044
445,param_297,7224.5063
446,param_297,43.7645
447,param_297,4282.6148
448,param_297,6015.8812
449,param_297,42.7395
450,param_297,72.3786
451,param_297,32.8773
452,param_297,99.6477
453,param_297,8981.9436
454,param_297,80.2039
455,param_297,10084.0518
456,param_297,57.4942
457,param_297,3575.5089
458,param_297,1140.1936
459,param_297,402.1454
460,param_297,351.029
461,param_297,12379.8524
462,param_297,1351.5281
463,param_297,22.9056
464,param_297,2333.9184
465,param_297,1093.2904
466,param_297,52.8291
467,param_297,681.9841
468,param_297,3642.8238
469,param_297,91.4075
470,param_297,12331.0597
471,param_297,6056.0226
472,param_297,75.6059
473,param_297,85.1919
474,param_297,64.6761
475,param_297,1548.7889
476,param_297,64.2703
477,param_297,2861.6833
478,param_297,5273.0791
479,param_297,34.7659
480,param_297,50.9926
481,param_297,72.7662
482,param_297,71.3273
483,param_297,2353.1887
484,param_297,71.7449
485,param_297,101.9722
486,param_297,28.4898
487,param_297,222.3441
488,param_297,7109.6177
489,param_297,626.1477
490,param_297,20.6135
609,param_292,0.01448695652173913
624,param_271,38.3013
625,param_271,22.4813
626,param_271,27.4634
627,param_271,41.288
628,param_271,54.257
629,param_271,30.6645
630,param_271,25.9915
631,param_271,37.1206
632,param_271,30.3602
633,param_271,41.7159
634,param_271,42.8301
635,param_271,73.2143
636,param_271,40.5989
637,param_271,85.8785
638,param_271,43.9405
639,param_271,25.6244
640,param_271,30.7354
641,param_271,27.0406
642,param_271,48.3613
643,param_271,61.9274
644,param_271,67.8906
645,param_271,44.9115
646,param_271,80.6237
647,param_271,69.4137
648,param_271,72.3048
649,param_271,29.3509
650,param_271,23.0693
651,param_271,51.5982
652,param_271,28.508
653,param_271,37.6587
654,param_271,23.1901
655,param_271,47.5979
656,param_271,43.8693
657,param_271,12.6895
658,param_271,39.6149
659,param_271,76.7801
660,param_271,30.5143
661,param_271,45.325
662,param_271,26.3183
663,param_271,26.421
664,param_271,55.0922
665,param_271,87.1487
666,param_271,26.6023
667,param_271,57.3761
668,param_271,39.0225
669,param_271,49.3667
670,param_271,30.3463
671,param_271,53.448
672,param_271,63.3923
673,param_271,79.9562
674,param_271,33.937
675,param_271,32.1559
676,param_271,52.3288
677,param_271,45.0884
678,param_271,23.8837
679,param_271,26.9911
680,param_271,66.4446
681,param_271,49.0954
682,param_271,42.539
683,param_271,69.5967
684,param_271,25.2502
685,param_271,32.6014
686,param_271,23.4149
687,param_271,33.6739
688,param_271,28.6473
689,param_271,59.3279
690,param_271,21.1092
691,param_271,37.5876
692,param_271,63.9596
693,param_271,22.4024
694,param_271,50.7982
695,param_271,49.03
696,param_271,64.2143
697,param_271,67.8745
698,param_271,33.0136
699,param_271,77.8123
700,param_271,26.2983
701,param_271,27.9103
702,param_271,32.4143
703,param_271,21.5466
704,param_271,30.2822
705,param_271,26.44
706,param_271,27.287
707,param_271,67.0972
708,param_271,33.1922
709,param_271,36.4483
710,param_271,34.4833
711,param_271,65.0586
712,param_271,50.6801
713,param_271,68.8374
714,param_271,59.061
715,param_271,78.9862
716,param_271,66.8562
717,param_271,54.4988
718,param_271,29.3518
719,param_271,21.3283
720,param_271,39.229
721,param_271,45.3273
722,param_271,47.8884
723,param_271,26.4623
724,param_271,10.4015
725,param_271,46.05659814221652
726,param_271,25.2409
727,param_271,71.6708
728,param_271,76.2877
729,param_271,45.2629
730,param_271,18.0929
731,param_271,25.9812
732,param_271,78.1851
733,param_271,27.2323
734,param_271,45.0865
735,param_271,60.1226
736,param_271,29.6126
737,param_271,49.0409
738,param_271,24.2556
739,param_271,58.1557
740,param_271,48.6724
741,param_271,22.95
742,param_271,24.5689
743,param_271,47.1677
744,param_271,22.1251
745,param_271,25.9847
746,param_271,58.3324
747,param_271,84.474
748,param_271,85.7185
749,param_271,66.4107
750,param_271,18.5695
751,param_271,59.8248
752,param_271,46.1516
753,param_271,21.0969
754,param_271,20.9719
755,param_271,27.5079
756,param_271,28.2265
757,param_271,37.1039
758,param_271,62.9864
759,param_271,30.6989
760,param_271,24.3172
761,param_271,24.1458
762,param_271,19.3907
763,param_271,46.2511
764,param_271,23.375
765,param_271,23.6856
766,param_271,40.6742
767,param_271,47.1099
768,param_271,43.1561
769,param_271,34.3249
770,param_271,34.3525
771,param_271,42.492
772,param_271,55.98
773,param_271,28.5144
774,param_271,30.547
775,param_271,30.3937
776,param_271,23.3368
777,param_271,51.2545
778,param_271,70.4333
779,param_271,24.0325
780,param_271,65.3099
781,param_271,22.5639
782,param_271,21.8233
783,param_271,62.7835
784,param_271,21.9579
785,param_271,25.0821
786,param_271,41.9737
787,param_271,46.1396
788,param_271,72.2955
789,param_271,28.1464
790,param_271,36.6224
791,param_271,20.7204
792,param_271,38.4095
793,param_271,22.4381
794,param_271,46.5453
795,param_271,54.9602
796,param_271,31.2098
797,param_271,30.9967
798,param_271,26.0362
799,param_271,23.8866
800,param_271,27.9788
801,param_271,41.0481
802,param_271,32.2871
803,param_271,60.4857
804,param_271,55.7315
805,param_271,54.3479
806,param_271,62.4489
807,param_271,74.2043
808,param_271,45.4543
809,param_271,54.5555
810,param_271,40.3231
811,param_271,80.8975
812,param_271,32.386
813,param_271,26.4697
814,param_271,62.0831
815,param_271,39.1762
816,param_271,49.2473
817,param_271,52.1392
818,param_271,77.3581
819,param_271,67.6233
820,param_271,36.4755
821,param_271,44.6764
822,param_271,62.3332
823,param_271,52.9692
824,param_271,27.9201
825,param_271,34.3728
826,param_271,67.0905
827,param_271,25.9729
828,param_271,33.8808
829,param_271,37.6423
830,param_271,50.1268
831,param_271,30.8476
832,param_271,71.5407
833,param_271,27.7118
834,param_271,53.3908
835,param_271,77.6862
836,param_271,23.9332
837,param_271,23.6105
838,param_271,48.7266
839,param_271,72.9084
840,param_271,27.1205
841,param_271,19.7684
842,param_271,48.0535
843,param_271,53.5463
844,param_271,35.0397
845,param_271,43.0335
846,param_271,49.1841
847,param_271,38.6147
848,param_271,65.9561
849,param_271,25.9135
850,param_271,43.7662
851,param_271,25.4722
852,param_271,30.1259
853,param_271,60.455
854,param_271,55.8344
855,param_271,58.5945
856,param_271,23.7933
857,param_271,16.1535
858,param_271,55.5663
859,param_271,31.9256
860,param_271,60.6911
861,param_271,26.2737
862,param_271,87.65
863,param_271,52.4127
864,param_271,50.1368
865,param_271,23.6334
866,param_271,26.6553
867,param_271,37.1677
868,param_271,27.35
869,param_271,79.0259
870,param_271,71.3245
871,param_271,62.5525
872,param_271,47.1673
873,param_271,29.5462
874,param_271,54.6194
875,param_271,25.1407
876,param_271,21.6176
877,param_271,17.4473
878,param_271,29.5021
879,param_271,27.2621
880,param_271,65.6267
881,param_271,44.8564
882,param_271,24.0422
883,param_271,33.7926
884,param_271,52.0418
885,param_271,46.05659814221652
886,param_271,18.5169
887,param_271,33.8914
888,param_271,60.5487
889,param_271,56.5692
890,param_271,52.0757
891,param_271,50.8125
892,param_271,26.7519
893,param_271,58.7723
894,param_271,53.6207
895,param_271,16.9567
896,param_271,24.0501
897,param_271,36.4859
898,param_271,27.9504
899,param_271,64.5051
900,param_271,55.7367
901,param_271,45.6517
902,param_271,37.4245
903,param_271,54.2687
904,param_271,48.7493
905,param_271,15.6581
906,param_271,19.2388
907,param_271,53.2188
908,param_271,46.3328
909,param_271,63.3853
910,param_271,23.7722
911,param_271,72.5073
912,param_271,27.2031
913,param_271,28.9289
914,param_271,44.6053
915,param_271,53.3461
916,param_271,70.4909
917,param_271,67.0025
918,param_271,28.085
919,param_271,26.2064
920,param_271,66.5143
921,param_271,26.0745
922,param_271,29.1978
923,param_271,37.8878
924,param_271,31.4165
925,param_271,27.3452
1080,param_268,16.042
1081,param_268,8.25
1082,param_268,9.74
1083,param_268,13.49
1084,param_268,8.25
1085,param_268,23.879
1086,param_268,13.49
1087,param_268,13.49
1088,param_268,16.042
1089,param_268,16.042
1090,param_268,8.25
1091,param_268,16.04
1092,param_268,16.04
1093,param_268,16.04
1094,param_268,16.04
1095,param_268,16.04
1096,param_268,16.7
1097,param_268,13.49
1098,param_268,12.4
1099,param_268,13.49
1100,param_268,16.04
1101,param_268,20.76
1102,param_268,16.042
1103,param_268,16.042
1104,param_268,13.49
1105,param_268,15.938
1106,param_268,20.563
1107,param_268,9.74
1108,param_268,20.76
1109,param_268,13.49
1110,param_268,14.31
1111,param_268,22.916
1112,param_268,16.7
1113,param_268,9.74
1114,param_268,14.31
1115,param_268,16.7
1116,param_268,24.621
1117,param_268,13.49
1118,param_268,8.25
1119,param_268,18.58
1120,param_268,12.4
1121,param_268,20.39
1122,param_268,20.563
1123,param_268,23.556
1124,param_268,15.769
1125,param_268,16.7
1126,param_268,13.49
1127,param_268,20.563
1128,param_268,18.58
1129,param_268,16.04
1130,param_268,24.621
1131,param_268,20.39
1132,param_268,15.769
1133,param_268,20.39
1134,param_268,20.76
1135,param_268,16.042
1136,param_268,15.769
1137,param_268,22.916
1138,param_268,12.4
1139,param_268,16.7
1140,param_268,9.74
1141,param_268,24.621
1142,param_268,15.98
1143,param_268,14.31
1144,param_268,15.769
1145,param_268,20.39
1146,param_268,15.769
1147,param_268,15.938
1148,param_268,15.98
1149,param_268,21.084
1150,param_268,20.563
1151,param_268,15.98
1152,param_268,17.679
1153,param_268,17.679
1154,param_268,14.309
1155,param_268,17.679
1156,param_268,16.04
1157,param_268,21.084
1158,param_268,21.084
1159,param_268,15.98
1160,param_268,14.31
1161,param_268,15.98
1162,param_268,18.58
1163,param_268,14.309
1164,param_268,25.892
1165,param_268,17.679
1166,param_268,13.269
1167,param_268,25.892
1168,param_268,13.269
1169,param_268,21.084
1170,param_268,25.892
1171,param_268,15.98
1172,param_268,13.269
1173,param_268,24.559
1174,param_268,23.816
1175,param_268,16.243
1176,param_268,16.243
1177,param_268,16.243
1178,param_268,18.58
1179,param_268,16.243
1180,param_268,17.57
1181,param_268,25.892
1182,param_268,14.94
1183,param_268,13.269
1184,param_268,17.108
1185,param_268,14.94
1186,param_268,16.243
1187,param_268,13.269
1188,param_268,24.621
1189,param_268,14.94
1190,param_268,9.0
1191,param_268,25.892
1192,param_268,23.816
1193,param_268,9.74
1194,param_268,14.94
1195,param_268,17.108
1196,param_268,9.74
1197,param_268,17.57
1198,param_268,8.25
1199,param_268,15.98
1200,param_268,21.084
1201,param_268,13.269
1202,param_268,14.94
1203,param_268,21.084
1204,param_268,15.98
1205,param_268,20.563
1206,param_268,14.31
1207,param_268,15.98
1208,param_268,12.4
1209,param_268,13.269
1210,param_268,17.57
1211,param_268,24.621
1212,param_268,34.343
1213,param_268,34.343
1214,param_268,34.343
1215,param_268,34.343
1216,param_268,34.343
1217,param_268,26.51
1218,param_268,34.343
1219,param_268,20.563
1220,param_268,26.51
1221,param_268,32.323
1222,param_268,32.323
1223,param_268,32.323
1224,param_268,22.328
1225,param_268,22.328
1226,param_268,22.328
1227,param_268,32.323
1228,param_268,34.156
1229,param_268,34.156
1230,param_268,34.156
1231,param_268,22.328
1232,param_268,32.323
1233,param_268,34.156
1234,param_268,32.323
1235,param_268,15.217
1236,param_268,34.156
1237,param_268,34.156
1238,param_268,22.328
1239,param_268,34.156
1240,param_268,34.156
1241,param_268,22.328
1242,param_268,32.323
